"amostra";"largura";"altura";"temperatura"
"Amostra 4211";127.94;21.79;7.52
"Amostra 4212";26.21;210.74;-20.84
"Amostra 4213";56.8;45.57;-0.66
"Amostra 4214";130.6;48.21;4.76
"Amostra 4215";140.24;55.59;16.74
"Amostra 4216";174.82;130.34;-20.24
"Amostra 4217";97.55;151.72;-13.98
"Amostra 4218";26.92;64.83;18.95
"Amostra 4219";56.74;52.13;-10.92
"Amostra 4220";67.07;20.28;-12.7
"Amostra 4221";113.24;49.84;-8.09
"Amostra 4222";42.9;96.47;-19.62
"Amostra 4223";120.32;25.11;0.97
"Amostra 4224";146.75;114.7;-9.81
"Amostra 4225";96.24;79.75;4.91
"Amostra 4226";16.61;28.14;-17.85
"Amostra 4227";82.73;173.41;2.81
"Amostra 4228";142.1;16.91;3.92
"Amostra 4229";9.8;5.69;-1.38
"Amostra 4230";157.49;48.78;2.55
"Amostra 4231";125.85;17.14;-10.49
"Amostra 4232";114.87;69.38;-17.92
"Amostra 4233";2.08;0.87;9.98
"Amostra 4234";9.62;36.07;9.25
"Amostra 4235";14.85;116.72;-9.34
"Amostra 4236";45.74;69.32;1.42
"Amostra 4237";72.51;59.25;6.34
"Amostra 4238";31.18;67.98;4.87
"Amostra 4239";197.04;26.2;-12.43
"Amostra 4240";38.26;80.2;-2.52
"Amostra 4241";36.57;6.01;18.3
"Amostra 4242";89.36;140.42;3.29
"Amostra 4243";32.22;265.35;0.61
"Amostra 4244";93.46;5.21;-2.9
"Amostra 4245";209.73;6.19;-1.38
"Amostra 4246";244.47;32.48;-6.84
"Amostra 4247";28.67;138.02;6.78
"Amostra 4248";33.27;13.24;-6.53
"Amostra 4249";36.18;6.84;4.45
"Amostra 4250";85.4;248.3;-2.54
"Amostra 4251";18.49;69.4;-6.11
"Amostra 4252";133.24;56.42;1.39
"Amostra 4253";171.87;11.67;7.08
"Amostra 4254";77.58;56.68;-4.75
"Amostra 4255";4.76;161.47;-9.35
"Amostra 4256";30.26;111.57;-2.86
"Amostra 4257";130.09;105.94;-7.43
"Amostra 4258";65.25;72.67;-2.17
"Amostra 4259";47.08;82.79;-8.32
"Amostra 4260";50.22;70.58;0.86
"Amostra 4261";165.34;84.64;8.87
"Amostra 4262";253.26;9.33;-0.21
"Amostra 4263";24.3;16.04;-8.99
"Amostra 4264";136.05;20.7;12.11
"Amostra 4265";65.65;60.65;-17.58
"Amostra 4266";74.38;213.81;7.09
"Amostra 4267";169.98;37.38;6.71
"Amostra 4268";78.77;60.05;7.45
"Amostra 4269";61.72;7.23;-1.08
"Amostra 4270";163.08;179.22;6.69
"Amostra 4271";160.47;58.94;-10.83
"Amostra 4272";165.99;18.61;4.4
"Amostra 4273";122.19;12.12;-27.11
"Amostra 4274";249.33;64.18;-13.83
"Amostra 4275";18.67;17.48;-6.64
"Amostra 4276";122.37;69.29;-0.68
"Amostra 4277";96.29;48.93;6.28
"Amostra 4278";192.41;124.91;-9.26
"Amostra 4279";2.58;95.48;2.75
"Amostra 4280";142.61;195.92;8.62
"Amostra 4281";14.01;44.25;4.61
"Amostra 4282";204.8;88.41;-7.07
"Amostra 4283";0.32;42.4;6.03
"Amostra 4284";13.93;18.06;-11.32
"Amostra 4285";106.26;282.27;9.19
"Amostra 4286";56.76;230.91;18.14
"Amostra 4287";77.17;75.34;14.73
"Amostra 4288";2.79;5.39;7.28
"Amostra 4289";58.58;107.22;4.87
"Amostra 4290";35.06;12.46;-2.31
"Amostra 4291";178.54;67.19;6.51
"Amostra 4292";69.23;143.75;16.33
"Amostra 4293";193.7;116.08;-5.66
"Amostra 4294";39.03;68.61;-9
"Amostra 4295";56.89;244.13;8.58
"Amostra 4296";56.08;34.47;-10.79
"Amostra 4297";50.42;89.2;-8.95
"Amostra 4298";193.35;138.01;9.62
"Amostra 4299";125.46;24.85;-15.03
"Amostra 4300";33.63;95.78;-0.01
"Amostra 4301";23.92;140.58;-1.03
"Amostra 4302";18.74;102.05;-2.35
"Amostra 4303";82.73;82.45;-5.45
"Amostra 4304";92.79;99.44;14.66
"Amostra 4305";56.44;86.11;-3
"Amostra 4306";89.58;184.95;-2.18
"Amostra 4307";118.43;12.37;9.72
"Amostra 4308";117.79;71.56;-1.26
"Amostra 4309";2.6;89.7;-0.24
"Amostra 4310";13.88;35.71;-12.56
"Amostra 4311";73.02;81.95;11.83
"Amostra 4312";87.75;86.98;3.4
"Amostra 4313";36.93;116.03;0.41
"Amostra 4314";31.2;53.14;1.92
"Amostra 4315";20.69;110.98;7.68
"Amostra 4316";13.34;120.51;9.7
"Amostra 4317";9.89;22.79;-2.17
"Amostra 4318";100.76;31.21;18.01
"Amostra 4319";10.42;152.74;-9.31
"Amostra 4320";157.43;6.45;10.09
"Amostra 4321";161.66;69.88;5.9
"Amostra 4322";52.34;50.99;-1.77
"Amostra 4323";72.61;115.28;4.09
"Amostra 4324";57.55;21.87;8.51
"Amostra 4325";52.41;42.85;7.26
"Amostra 4326";142.94;153.4;6.06
"Amostra 4327";12.68;144.73;7.07
"Amostra 4328";154.18;43.67;5.03
"Amostra 4329";54.64;46.66;15.74
"Amostra 4330";168.66;162.4;8.61
"Amostra 4331";110.38;103.86;-9.19
"Amostra 4332";235.27;98.18;5.26
"Amostra 4333";23.8;146.03;-1.71
"Amostra 4334";11.73;79.24;4.04
"Amostra 4335";30.47;61.72;11.48
"Amostra 4336";230.13;60.34;-6.71
"Amostra 4337";33.09;132.49;-0.16
"Amostra 4338";1.59;20.99;-0.85
"Amostra 4339";155.62;213.18;1.12
"Amostra 4340";2.75;102.92;-3.27
"Amostra 4341";17.7;10.22;-3.63
"Amostra 4342";58.72;10.44;-9.22
"Amostra 4343";78.4;118.54;-3.97
"Amostra 4344";30.1;110.47;-8.57
"Amostra 4345";118.32;117.4;2.7
"Amostra 4346";29.72;1.86;2.28
"Amostra 4347";53.99;3.7;-10.68
"Amostra 4348";98.27;105.53;7.53
"Amostra 4349";161.17;207.7;4.97
"Amostra 4350";39.86;69.72;-9.33
"Amostra 4351";8.49;59.51;-6.06
"Amostra 4352";62.27;27.7;-15.84
"Amostra 4353";141.56;111.53;2.55
"Amostra 4354";1.78;128.86;7.39
"Amostra 4355";201.26;31.09;-11.66
"Amostra 4356";227.37;180.11;3.98
"Amostra 4357";167.72;38.42;-6.39
"Amostra 4358";9.14;100.25;-1.95
"Amostra 4359";64.29;4.73;-15.8
"Amostra 4360";131.68;68.81;-19.72
"Amostra 4361";58.63;135.78;8.19
"Amostra 4362";42.26;157.91;-3.58
"Amostra 4363";16.21;90.38;-20.72
"Amostra 4364";211.56;16.95;16.5
"Amostra 4365";62.61;50.87;2.07
"Amostra 4366";23.17;54.13;-3.95
"Amostra 4367";183.88;43.78;-0.76
"Amostra 4368";18.62;101.94;-11.81
"Amostra 4369";111.31;76.13;21.77
"Amostra 4370";62.87;96.95;5.36
"Amostra 4371";55.27;40.77;7.67
"Amostra 4372";158.53;171.83;11
"Amostra 4373";148.47;18.13;2.33
"Amostra 4374";81.6;140.44;18.23
"Amostra 4375";122.58;22.27;5.28
"Amostra 4376";132.45;37.93;-6.46
"Amostra 4377";18.67;44.54;4.96
"Amostra 4378";45.82;41.34;5.56
"Amostra 4379";14.25;31.85;-0.15
"Amostra 4380";174.17;267.9;2.29
"Amostra 4381";83.65;126.46;6.31
"Amostra 4382";81.63;3.01;-9.32
"Amostra 4383";18.19;82.7;-0.27
"Amostra 4384";281.1;75.97;0.53
"Amostra 4385";83.61;51.27;-1.4
"Amostra 4386";33.76;140.11;2.18
"Amostra 4387";34.49;55.88;-15.5
"Amostra 4388";29.63;46.08;8.25
"Amostra 4389";74.39;20.53;7.75
"Amostra 4390";141.88;14.46;4.18
"Amostra 4391";52.39;110.18;3.21
"Amostra 4392";37.76;71.84;7.22
"Amostra 4393";51.64;150.44;-1.84
"Amostra 4394";38.17;241.28;0.08
"Amostra 4395";208.49;95.46;6.48
"Amostra 4396";141.19;147.61;-1.5
"Amostra 4397";132.99;206;6.72
"Amostra 4398";71.64;76.56;22.65
"Amostra 4399";83.05;84.87;-4.4
"Amostra 4400";9.26;110.56;-4.41
"Amostra 4401";64.29;6.27;1.88
"Amostra 4402";149.66;100.7;-7.13
"Amostra 4403";79.58;52.26;-11
"Amostra 4404";30.02;107.55;13.53
"Amostra 4405";46.13;81.33;11.71
"Amostra 4406";20.87;105.61;-4.61
"Amostra 4407";159.42;22.18;-9.75
"Amostra 4408";293.55;116.64;-0.68
"Amostra 4409";101.31;65.57;2.79
"Amostra 4410";57.08;115.65;8.11
"Amostra 4411";111.89;80.07;-11.55
"Amostra 4412";94.86;27.21;3.61
"Amostra 4413";1.74;75.01;14.56
"Amostra 4414";42.56;214.75;14.21
"Amostra 4415";143.97;43.44;0.44
"Amostra 4416";151.41;100.14;0.3
"Amostra 4417";11.04;102.76;-10.26
"Amostra 4418";110.56;25.67;-5.35
"Amostra 4419";59.35;9.59;18.06
"Amostra 4420";88.43;50.91;-0.01
"Amostra 4421";15.97;59.27;12.19
"Amostra 4422";4.14;65.72;0.49
"Amostra 4423";114.75;23.07;1.53
"Amostra 4424";75.66;9.92;-9.91
"Amostra 4425";78.68;120.81;11.65
"Amostra 4426";108.97;51.34;5.1
"Amostra 4427";59.03;23.19;-18.48
"Amostra 4428";323.56;113.86;-20.05
"Amostra 4429";181.78;35.45;14.08
"Amostra 4430";16;71.96;-9.23
"Amostra 4431";53.08;80.75;4.08
"Amostra 4432";151.31;14.72;-10.56
"Amostra 4433";145.34;100.15;-14.72
"Amostra 4434";76.63;165.65;6.68
"Amostra 4435";80.13;15.09;3.56
"Amostra 4436";76.94;177.14;-0.75
"Amostra 4437";75.12;213.51;-3.58
"Amostra 4438";94.5;43.47;0.99
"Amostra 4439";42.21;75.51;14.06
"Amostra 4440";340.01;99.82;-24.41
"Amostra 4441";92.03;29.2;5.68
"Amostra 4442";122.06;181.77;-1.6
"Amostra 4443";117.81;9.12;5.47
"Amostra 4444";8.75;174.1;-0.48
"Amostra 4445";101.29;113.96;-10.71
"Amostra 4446";21.78;58.36;-6.32
"Amostra 4447";30.1;40;13.57
"Amostra 4448";32.18;148.08;-8.32
"Amostra 4449";221.3;7.73;-19.45
"Amostra 4450";61.12;63.48;4.64
"Amostra 4451";115.8;147.07;-12.98
"Amostra 4452";53.66;54.26;-5.18
"Amostra 4453";157.63;52.75;-7.76
"Amostra 4454";25.14;123.15;-8.63
"Amostra 4455";25.6;67.83;0.82
"Amostra 4456";22.4;153.83;-18.75
"Amostra 4457";141.33;35.29;-0.36
"Amostra 4458";20.14;15.83;-2.35
"Amostra 4459";55.13;12.73;7.82
"Amostra 4460";88.5;175.52;5.24
"Amostra 4461";230.04;54.86;1.95
"Amostra 4462";128.86;49.24;16.12
"Amostra 4463";26.79;2.73;-11.26
"Amostra 4464";60.48;0.86;-2.44
"Amostra 4465";78.28;106.96;-11.95
"Amostra 4466";144.64;90.66;19.83
"Amostra 4467";70.23;2.53;4.32
"Amostra 4468";63.81;3.67;12.27
"Amostra 4469";36.74;32;5.35
"Amostra 4470";236.81;64.85;6.32
"Amostra 4471";82.93;64.84;-4.96
"Amostra 4472";19.21;79.48;-12.45
"Amostra 4473";153.02;82.6;-5.17
"Amostra 4474";131.12;36.8;6.65
"Amostra 4475";193.25;19.36;-28.51
"Amostra 4476";92.73;31.09;-16.28
"Amostra 4477";28.59;160.79;-16.57
"Amostra 4478";30.94;91.17;-7.34
"Amostra 4479";113.48;34.35;-4.23
"Amostra 4480";162.84;9.28;-0.76
"Amostra 4481";92.29;45.12;-3.42
"Amostra 4482";68.03;46.27;6.3
"Amostra 4483";58.83;13.72;14.18
"Amostra 4484";151.4;117.33;8.86
"Amostra 4485";9.1;1.34;-1.79
"Amostra 4486";114.05;6.77;-1.9
"Amostra 4487";97.51;14.01;-0.63
"Amostra 4488";78.28;173.2;10.35
"Amostra 4489";137.02;101.98;29.18
"Amostra 4490";34.34;47.31;-7.92
"Amostra 4491";53.62;34.91;2.24
"Amostra 4492";145.05;21.63;-10.53
"Amostra 4493";61.27;42.78;-4.6
"Amostra 4494";69.89;198.91;10.17
"Amostra 4495";77.4;22.6;-5.17
"Amostra 4496";76.95;63.32;15.44
"Amostra 4497";13.63;30;12.34
"Amostra 4498";43.97;15.1;-5.93
"Amostra 4499";82.35;215.31;6.97
"Amostra 4500";61.43;75.9;7.66
"Amostra 4501";6.67;34.28;-3.85
"Amostra 4502";60.55;7.79;14.58
"Amostra 4503";54.48;51.16;5.78
"Amostra 4504";160.6;51.6;0.71
"Amostra 4505";101.54;9.59;-12.03
"Amostra 4506";91.77;125.75;-1.19
"Amostra 4507";107.29;69.86;21.36
"Amostra 4508";67.83;66.97;14.74
"Amostra 4509";118.15;13.99;-12.75
"Amostra 4510";99.15;27.02;1.74
"Amostra 4511";69.97;3.3;-5.89
"Amostra 4512";66.4;203.15;-2.87
"Amostra 4513";240.47;157.43;5.47
"Amostra 4514";52.73;137.23;19.66
"Amostra 4515";50.6;28.35;5.64
"Amostra 4516";141.41;6.07;-2.65
"Amostra 4517";91.42;125.89;0.71
"Amostra 4518";40.63;62.16;7.77
"Amostra 4519";2.51;39.89;-1.34
"Amostra 4520";13.47;50.66;6.93
"Amostra 4521";29.64;0.42;-12.7
"Amostra 4522";120.14;59.29;0.89
"Amostra 4523";146.2;167.67;10.4
"Amostra 4524";29.23;67.4;-6.82
"Amostra 4525";22.63;59.25;1.71
"Amostra 4526";86.63;123.98;-5.77
"Amostra 4527";169.07;67.75;7.17
"Amostra 4528";33.5;43.73;3.91
"Amostra 4529";20.95;22.41;-9.09
"Amostra 4530";89.71;216.01;9.28
"Amostra 4531";114.65;30.5;-16.62
"Amostra 4532";160.79;26.97;-5.66
"Amostra 4533";99.21;42.86;0.05
"Amostra 4534";67.07;15.48;5.1
"Amostra 4535";63.03;3.37;7.13
"Amostra 4536";95.31;107.07;6.71
"Amostra 4537";35.85;64.59;16.16
"Amostra 4538";65.93;57.31;2.51
"Amostra 4539";70.16;46.79;3.67
"Amostra 4540";74.2;14.39;14.76
"Amostra 4541";62.49;95.96;-3.75
"Amostra 4542";15.26;128;-9.04
"Amostra 4543";7.39;118.88;-4.57
"Amostra 4544";16.43;51.29;-7.83
"Amostra 4545";55.23;9.37;-9.06
"Amostra 4546";36.45;27.66;-3.02
"Amostra 4547";94.6;7.57;-11.59
"Amostra 4548";61.12;37.06;-5.98
"Amostra 4549";104.44;17.66;-2.37
"Amostra 4550";184.3;287.33;0.54
"Amostra 4551";103.53;139.79;0.29
"Amostra 4552";12.72;148.5;5.64
"Amostra 4553";115.27;64.1;4.9
"Amostra 4554";78.48;67.55;-4.87
"Amostra 4555";57.86;39.82;2.21
"Amostra 4556";40.45;173.09;-14.33
"Amostra 4557";0.5;59.58;-17.35
"Amostra 4558";87.4;177.47;-3.66
"Amostra 4559";61.16;47.2;6.53
"Amostra 4560";101.25;34.33;0.44
"Amostra 4561";110.59;51.7;-5.39
"Amostra 4562";2.82;2.88;1.29
"Amostra 4563";44.97;29.25;23.83
"Amostra 4564";79.02;36.35;1.74
"Amostra 4565";27.54;140.82;-15.84
"Amostra 4566";235.1;69.49;-2.32
"Amostra 4567";26.6;113.03;-10.67
"Amostra 4568";65.6;138.24;16.85
"Amostra 4569";95.92;134.43;6.37
"Amostra 4570";210.35;112.06;5.67
"Amostra 4571";91.06;86.98;-6.39
"Amostra 4572";102.28;104.09;-7.86
"Amostra 4573";185.2;95.27;5.21
"Amostra 4574";16.18;69.29;14.34
"Amostra 4575";8.4;41.37;6.46
"Amostra 4576";153.61;127.26;-12.24
"Amostra 4577";15.16;176.26;15.53
"Amostra 4578";23.96;151.8;-0.82
"Amostra 4579";55.07;84.28;-6.16
"Amostra 4580";156.07;148.9;1.64
"Amostra 4581";86.75;56.75;-5.85
"Amostra 4582";62.3;150.77;-20.45
"Amostra 4583";101.31;27.67;4.27
"Amostra 4584";117.47;122.09;9.74
"Amostra 4585";116.35;118;4.17
"Amostra 4586";110.13;5.47;12.23
"Amostra 4587";141.65;120.46;-7.5
"Amostra 4588";8.3;3.35;-3.51
"Amostra 4589";47.55;146.17;-5.16
"Amostra 4590";114.51;58.98;-5.11
"Amostra 4591";99.37;5.32;3.97
"Amostra 4592";108.8;15.05;-6.39
"Amostra 4593";16.79;129.67;14.74
"Amostra 4594";50.06;9.68;7.5
"Amostra 4595";4.96;36.17;12.42
"Amostra 4596";76.33;167.64;-1.91
"Amostra 4597";158.86;35.61;0.34
"Amostra 4598";103.45;2.16;-4.34
"Amostra 4599";125.82;21.45;-6.43
"Amostra 4600";46.63;176.91;-8.63
"Amostra 4601";135.04;34.47;-4.68
"Amostra 4602";43.75;237.67;16.93
"Amostra 4603";29.36;55.48;6.22
"Amostra 4604";39.45;3.88;7.04
"Amostra 4605";42.2;81.35;9.02
"Amostra 4606";72.55;141.16;13.9
"Amostra 4607";52.68;208.83;4.86
"Amostra 4608";111.42;99.51;0
"Amostra 4609";32.5;209.86;2.61
"Amostra 4610";13.86;131.1;17.95
"Amostra 4611";144.16;134.81;12.2
"Amostra 4612";123.21;108.79;-2.46
"Amostra 4613";204.51;135.59;-14.08
"Amostra 4614";130.39;136.2;-2.82
"Amostra 4615";22.62;145.59;4.49
"Amostra 4616";44;162.68;-18.16
"Amostra 4617";65.13;44.95;12.46
"Amostra 4618";158.74;133.72;23.55
"Amostra 4619";146.33;20.83;-4.34
"Amostra 4620";50.84;244.48;-2.33
"Amostra 4621";72.15;48.62;-2.17
"Amostra 4622";0.87;32.78;-23.78
"Amostra 4623";251.22;88.15;4.93
"Amostra 4624";153;44.37;-4.6
"Amostra 4625";134.19;36.06;14.96
"Amostra 4626";185.9;8.84;3.15
"Amostra 4627";6.79;87.53;-1.7
"Amostra 4628";36.03;21.51;2.65
"Amostra 4629";89.27;1.34;8.28
"Amostra 4630";217.72;113.04;7.96
"Amostra 4631";50.22;8.44;3.41
"Amostra 4632";201.74;160.6;-1.71
"Amostra 4633";35.38;29.76;-1.72
"Amostra 4634";90.45;81.17;-2.03
"Amostra 4635";36.9;57.4;3.12
"Amostra 4636";239.48;195.36;-1.68
"Amostra 4637";38.83;59.96;-4.35
"Amostra 4638";4.24;106.83;-1.87
"Amostra 4639";108.16;26.09;4.32
"Amostra 4640";111.67;131.43;-22.73
"Amostra 4641";9.94;16.08;-11.1
"Amostra 4642";30.79;33.8;-0.04
"Amostra 4643";50.66;53.33;-8.03
"Amostra 4644";201.13;20.97;2.51
"Amostra 4645";52.26;190.12;-2.73
"Amostra 4646";187.32;9.48;0.94
"Amostra 4647";117.87;96.29;-5.6
"Amostra 4648";46.46;102.75;15.52
"Amostra 4649";26.85;109.49;14.34
"Amostra 4650";57.87;48.02;19.78
"Amostra 4651";119.26;30.46;-10.81
"Amostra 4652";72.02;37.91;0.61
"Amostra 4653";60.6;27.18;5.21
"Amostra 4654";150.29;29.61;1.48
"Amostra 4655";4.15;2.07;5
"Amostra 4656";65.41;18.86;4.59
"Amostra 4657";115.09;69.01;-4.36
"Amostra 4658";179.92;105.08;12.39
"Amostra 4659";7.11;72.76;15.79
"Amostra 4660";14.24;152.5;-6.94
"Amostra 4661";59.24;29.05;4.74
"Amostra 4662";32.05;10.2;5.37
"Amostra 4663";92.99;117.97;4.69
"Amostra 4664";16.48;52.6;1.1
"Amostra 4665";54.2;78.02;-0.93
"Amostra 4666";2.5;231.43;-6.68
"Amostra 4667";186.54;58.21;3.63
"Amostra 4668";95.02;28.74;10.59
"Amostra 4669";86.05;62.52;-0.3
"Amostra 4670";66.94;58.47;-10.79
"Amostra 4671";29.21;110.77;10.58
"Amostra 4672";2.32;50.55;-10.17
"Amostra 4673";96.46;11.71;6.34
"Amostra 4674";33.92;28.32;-3.65
"Amostra 4675";130.65;119.29;0.42
"Amostra 4676";96.6;125;-5.24
"Amostra 4677";117.44;99.35;6.95
"Amostra 4678";154.66;79.77;-1.53
"Amostra 4679";69.06;3.26;-8.19
"Amostra 4680";13.54;87.6;-3.85
"Amostra 4681";69.96;31.59;13.38
"Amostra 4682";135.9;14.46;-13.18
"Amostra 4683";3.09;28.3;3.55
"Amostra 4684";129.79;180.55;8.07
"Amostra 4685";101.3;15.91;-16.17
"Amostra 4686";87.53;207.18;-23.8
"Amostra 4687";51.05;119.95;5.19
"Amostra 4688";42.58;162.22;1.34
"Amostra 4689";1.43;51.05;8.68
"Amostra 4690";31.56;59.66;-12.63
"Amostra 4691";53.74;114.76;13.95
"Amostra 4692";94.45;17.46;-9.9
"Amostra 4693";155.8;91.7;-1.29
"Amostra 4694";8.8;134.46;9.67
"Amostra 4695";16.45;204.13;5.58
"Amostra 4696";190.17;63.26;-8.78
"Amostra 4697";6.02;85.08;0.28
"Amostra 4698";39.04;57.58;2.58
"Amostra 4699";69.35;80.98;5.16
"Amostra 4700";87.57;104.69;-17.44
"Amostra 4701";42.34;133.09;18.85
"Amostra 4702";106.03;154.23;-8.12
"Amostra 4703";0.5;43.15;-8.69
"Amostra 4704";73.22;219.17;12.74
"Amostra 4705";140.54;38.36;-12.85
"Amostra 4706";90.3;57.41;9.65
"Amostra 4707";12.8;62;-13.63
"Amostra 4708";134.88;62.56;-6.26
"Amostra 4709";148.9;42.77;-7.01
"Amostra 4710";40.75;113.49;12.84
"Amostra 4711";63.73;51.6;-3.38
"Amostra 4712";106.87;143.45;-1.45
"Amostra 4713";61.09;45.73;4.58
"Amostra 4714";43.15;56.59;22.47
"Amostra 4715";45.8;72.8;-9.88
"Amostra 4716";158.92;209.69;13.81
"Amostra 4717";8.5;53.14;11.53
"Amostra 4718";35.24;66.05;11.49
"Amostra 4719";29.67;105.49;-1.34
"Amostra 4720";336.15;70.66;8.24
"Amostra 4721";145.93;14.9;-6.42
"Amostra 4722";119.13;77.56;-9.73
"Amostra 4723";168;38.42;1.26
"Amostra 4724";61.41;4.19;6.19
"Amostra 4725";45.84;58.27;-18.59
"Amostra 4726";32.8;31.8;15.6
"Amostra 4727";13.56;41.08;-6.54
"Amostra 4728";26.92;214.52;11.34
"Amostra 4729";60.6;91.7;5.94
"Amostra 4730";62.26;101.45;8.71
"Amostra 4731";126.4;44.95;14.53
"Amostra 4732";88.5;224.9;3.73
"Amostra 4733";281.28;81.19;-2.98
"Amostra 4734";25.75;28.52;-2.6
"Amostra 4735";81.75;45.47;-7.56
"Amostra 4736";34.99;26.92;-7.16
"Amostra 4737";182.59;54.97;2.85
"Amostra 4738";62.93;69.45;-8.2
"Amostra 4739";56.5;177.98;7.41
"Amostra 4740";37.97;1.75;-8.21
"Amostra 4741";39.04;18.3;8.69
"Amostra 4742";7.39;63.77;1.86
"Amostra 4743";93.32;179.82;-17.22
"Amostra 4744";26.59;30.78;-0.53
"Amostra 4745";82.56;32.81;-11.19
"Amostra 4746";103.22;58.45;-7.94
"Amostra 4747";15.25;30.09;-13.08
"Amostra 4748";69.59;111.6;-7.21
"Amostra 4749";89.87;95.48;1.54
"Amostra 4750";18.53;56.58;9.43
"Amostra 4751";15.45;38.11;3.56
"Amostra 4752";215.95;41.67;-20.24
"Amostra 4753";53.01;5.13;12.82
"Amostra 4754";66.84;48.78;4.83
"Amostra 4755";141.11;43.91;-9.34
"Amostra 4756";30.84;49.6;14.28
"Amostra 4757";203.35;84.04;27.28
"Amostra 4758";201.49;30.05;-3.31
"Amostra 4759";133.47;85.09;5.77
"Amostra 4760";2.89;52.01;-1.58
"Amostra 4761";183;123.75;-6.37
"Amostra 4762";18.31;77.35;0.49
"Amostra 4763";33.98;44.87;-5.78
"Amostra 4764";38.08;133;6.76
"Amostra 4765";143.41;37.1;-4.46
"Amostra 4766";39.06;14.78;4.57
"Amostra 4767";4.57;37.96;10.88
"Amostra 4768";151.13;119.58;6.08
"Amostra 4769";37.65;89.23;-14.62
"Amostra 4770";69.5;67.71;15.15
"Amostra 4771";57.85;65.84;0.93
"Amostra 4772";87.59;100.08;0.2
"Amostra 4773";27.39;99.15;-10.26
"Amostra 4774";46.79;19.14;9.96
"Amostra 4775";107.64;120.6;-9.13
"Amostra 4776";71.78;104.99;4.33
"Amostra 4777";75.83;93.36;-14.58
"Amostra 4778";232.23;14.05;-8.01
"Amostra 4779";82.23;187.98;-6.75
"Amostra 4780";67.75;131.78;2.49
"Amostra 4781";53.76;114.58;-3.56
"Amostra 4782";40.16;99.31;0.16
"Amostra 4783";66.17;131.73;-4.45
"Amostra 4784";63.49;14.21;-0.57
"Amostra 4785";315.54;33.51;-13.09
"Amostra 4786";2.9;48.75;-12.49
"Amostra 4787";1.04;207.53;-0.39
"Amostra 4788";84.16;49.9;15.08
"Amostra 4789";18.01;140.77;-13.64
"Amostra 4790";41.31;80.2;6.33
"Amostra 4791";84.83;74.61;-12.38
"Amostra 4792";101.54;11.55;0.73
"Amostra 4793";207.46;110.13;-10.45
"Amostra 4794";110.29;35.5;-6.56
"Amostra 4795";10.76;47.73;0
"Amostra 4796";138.14;2.02;-0.51
"Amostra 4797";37.6;59.52;-3.44
"Amostra 4798";84.75;37.01;1.64
"Amostra 4799";114.59;21.75;-4.45
"Amostra 4800";203.89;157.31;7.54
"Amostra 4801";16.28;178.46;3.73
"Amostra 4802";7.45;125.23;2.54
"Amostra 4803";215.74;45.81;4.03
"Amostra 4804";218.39;32.85;-11.51
"Amostra 4805";90.47;52.43;-28.44
"Amostra 4806";79.14;76.16;12.14
"Amostra 4807";94.91;77.77;-6.12
"Amostra 4808";23.99;119.21;10.16
"Amostra 4809";93.8;25.51;15.74
"Amostra 4810";45.24;117.49;2.04
"Amostra 4811";131.2;87.03;-10.65
"Amostra 4812";9.81;111.12;10.63
"Amostra 4813";19.4;19.1;-3.51
"Amostra 4814";20.27;62.68;-7.82
"Amostra 4815";125.47;111.62;-9.6
"Amostra 4816";79.79;77.16;-5.46
"Amostra 4817";9.11;9.01;-16.04
"Amostra 4818";122.76;90.45;-3.09
"Amostra 4819";17.55;44.81;0.08
"Amostra 4820";94;128.55;-13.8
"Amostra 4821";140.74;61.12;9.78
"Amostra 4822";41.76;170.76;-3.94
"Amostra 4823";170.34;194.42;-10.98
"Amostra 4824";28.08;47.7;-0.75
"Amostra 4825";0.32;31.09;-11.18
"Amostra 4826";19.81;42.73;4.67
"Amostra 4827";129.36;3.16;-10.17
"Amostra 4828";50.4;102.53;0.92
"Amostra 4829";21.92;120.64;-8.71
"Amostra 4830";12.75;5.18;-4.61
"Amostra 4831";41.17;39.57;1.54
"Amostra 4832";252.43;49.88;16.57
"Amostra 4833";102.04;44.04;-8.42
"Amostra 4834";154.94;92.82;-3.39
"Amostra 4835";18.59;126.66;-8.62
"Amostra 4836";5.05;104.39;-8.7
"Amostra 4837";20.37;7.49;2.74
"Amostra 4838";37.51;49.36;8.07
"Amostra 4839";139.77;63.6;-10.16
"Amostra 4840";41.46;109.25;2.51
"Amostra 4841";42.96;52.87;-0.67
"Amostra 4842";97.91;126.51;-0.11
"Amostra 4843";22.8;38.14;9.39
"Amostra 4844";26.19;246.12;2.05
"Amostra 4845";21.38;179.12;9.93
"Amostra 4846";59.62;134.31;-2.28
"Amostra 4847";137.45;37.47;12.06
"Amostra 4848";15.27;55.41;-0.16
"Amostra 4849";83.99;9.36;3.71
"Amostra 4850";66.19;257.83;15.27
"Amostra 4851";229.96;18.74;-16.03
"Amostra 4852";42.09;146.07;-17.45
"Amostra 4853";103.15;39.78;21.55
"Amostra 4854";1.24;123.41;1.66
"Amostra 4855";9.5;141.99;4.86
"Amostra 4856";55.41;214.32;-0.23
"Amostra 4857";186.22;30.78;4.83
"Amostra 4858";133.3;109.94;3.05
"Amostra 4859";112.14;28.46;1.56
"Amostra 4860";38.37;30.06;1.81
"Amostra 4861";41.76;39.9;1.25
"Amostra 4862";101.97;145.36;6.47
